CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
R227,23 ST,11:08:20,958751873.0,908293146.0,8.0,4.0,12.0
R227,23 ST,11:10:21,958751881.0,908293150.0,6.0,22.0,28.0
R227,23 ST,11:11:41,958751887.0,908293172.0,4.0,0.0,4.0
R227,23 ST,11:13:01,958751891.0,908293172.0,9.0,0.0,9.0
R227,23 ST,11:14:21,958751900.0,908293172.0,5.0,0.0,5.0
R227,23 ST,11:15:41,958751905.0,908293172.0,7.0,12.0,19.0
R227,23 ST,11:17:01,958751912.0,908293184.0,8.0,-1.0,7.0
R227,23 ST,11:18:21,958751920.0,908293183.0,4.0,0.0,4.0
R227,23 ST,11:19:41,958751924.0,908293183.0,6.0,9.0,15.0
R227,23 ST,11:21:01,958751930.0,908293192.0,9.0,0.0,9.0
R227,23 ST,11:22:21,958751939.0,908293192.0,4.0,0.0,4.0
R227,23 ST,11:23:42,958751943.0,908293192.0,766.0,182.0,948.0
R227A,23 ST,11:25:02,13886072.0,8003004.0,6.0,18.0,24.0
R227A,23 ST,11:26:22,13886078.0,8003022.0,8.0,5.0,13.0
R227A,23 ST,11:27:42,13886086.0,8003027.0,3.0,0.0,3.0
R227A,23 ST,11:29:02,13886089.0,8003027.0,4.0,14.0,18.0
R227A,23 ST,11:30:22,13886093.0,8003041.0,16.0,7.0,23.0
R227A,23 ST,11:34:36,13886109.0,8003048.0,410.0,344.0,754.0
N508,23 ST,11:43:19,3080947146.0,3238290575.0,6.0,49.0,55.0
N508,23 ST,11:44:39,3080947152.0,3238290624.0,79.0,147.0,226.0
N075,23 ST,12:00:00,155788403.18857142,583578810.6742858,1005.7085714285714,228.66857142857143,1234.3771428571429
R227A,23 ST,12:00:00,15558873.166666666,9005416.566666666,1381.9666666666667,790.8333333333334,2172.8
A030,23 ST,12:00:00,130574585.51724137,20396854.41954023,3483.942528735632,1391.0172413793102,4874.959770114942
N508,23 ST,12:00:00,3083215529.9542856,3242211671.0457144,1563.4742857142858,2865.9942857142855,4429.4685714285715
N509,23 ST,12:00:00,24229933.617142856,17207332.348571427,3405.44,2103.1085714285714,5508.548571428571
R227,23 ST,12:00:00,960816986.0333333,908689418.2,2031.4666666666667,343.46666666666664,2374.9333333333334
A031,23 ST,12:00:00,20913701.62857143,17028552.057142857,2119.3942857142856,1354.3771428571429,3473.7714285714287
N077,23 ST,12:00:00,14186097.474285714,26626253.0,1301.8514285714286,1711.1257142857144,3012.977142857143
R131,23 ST,12:00:00,21115374.333333332,8337535.633333334,2452.9,837.9333333333333,3290.8333333333335
R226A,23 ST,12:00:00,36520276.266666666,21268986.666666668,533.1,606.7666666666667,1139.8666666666666
R132,23 ST,12:00:00,20995040.066666666,41378894.3,986.7,1641.8666666666666,2628.5666666666666
R226,23 ST,12:00:00,2071037033.5333333,1732560505.2,2125.6666666666665,2329.366666666667,4455.033333333334
N076,23 ST,12:00:00,32749882.29142857,17553759.50285714,2971.634285714286,1474.6171428571429,4446.251428571429
R131,23 ST,12:04:44,18199979.0,7265580.0,415.0,243.0,658.0
N508,23 ST,12:07:21,3080818844.0,3238076661.0,114.0,202.0,316.0
N509,23 ST,12:11:01,24575869.0,17066884.0,2461.0,1332.0,3793.0
N508,23 ST,12:29:59,3080818958.0,3238076863.0,1346.0,2538.0,3884.0
R131,23 ST,12:40:41,17894138.0,7151369.0,129.0,55.0,184.0
N508,23 ST,12:58:13,3080963914.0,3238320964.0,1315.0,2231.0,3546.0
R227,23 ST,12:58:33,959006163.0,908347681.0,14.0,0.0,14.0
R226,23 ST,13:00:00,2090938173.6057143,1732783967.1714287,2343.6285714285714,2209.4514285714286,4553.08
R227A,23 ST,13:00:00,15827856.845714286,9176967.297142858,1740.2514285714285,842.3371428571429,2582.5885714285714
R132,23 ST,13:00:00,21178024.737142857,41730753.93714286,1122.0685714285714,1793.24,2915.308571428571
R227,23 ST,13:00:00,961184425.362069,908757510.2183908,2305.4827586206898,330.58620689655174,2636.0689655172414
R226A,23 ST,13:00:00,36598569.08571429,21384900.691428572,605.1714285714286,660.7542857142857,1265.9257142857143
R131,23 ST,13:00:00,19962490.252873562,7957407.362068965,3004.7241379310344,940.7701149425287,3945.4942528735633
R226,23 ST,13:01:09,2062464557.0,1729984309.0,2484.0,2278.0,4762.0
N076,23 ST,14:06:40,28373058.0,15202853.0,1742.0,745.0,2487.0
A030,23 ST,14:30:31,125865312.0,18333179.0,1622.0,560.0,2182.0
R227,23 ST,14:39:20,958870677.0,908318557.0,1234.0,50.0,1284.0
R131,23 ST,14:44:46,18575146.0,7411218.0,2115.0,597.0,2712.0
A031,23 ST,15:00:00,20505926.666666668,16717347.033333333,4478.733333333334,1650.6,6129.333333333333
N075,23 ST,15:00:00,163939685.4,456484177.1666667,-2234555.0,-559016.4333333333,-2793571.433333333
N076,23 ST,15:00:00,32091071.0,17190795.433333334,4923.0,1862.4666666666667,6785.466666666666
N509,23 ST,15:00:00,23541664.666666668,16778210.566666666,6553.266666666666,2204.9,8758.166666666666
N508,23 ST,15:00:00,3060378665.9333334,3224159334.266667,3911.4,4005.4,7916.8
N077,23 ST,15:00:00,13935167.266666668,26521730.466666665,2196.7,2421.633333333333,4618.333333333333
A030,23 ST,15:00:00,129910986.93333334,20114182.533333335,7046.833333333333,1503.5333333333333,8550.366666666667
N076,23 ST,15:05:58,28214198.0,15114705.0,987.0,423.0,1410.0
A030,23 ST,16:00:00,130640237.97714286,20428983.348571427,7196.188571428572,1425.0457142857142,8621.234285714285
N077,23 ST,16:00:00,14175074.103448275,26535053.591954023,2201.132183908046,2499.155172413793,4700.287356321839
R227A,23 ST,16:00:00,15622994.72413793,9043899.931034483,2472.6206896551726,1076.9655172413793,3549.5862068965516
N508,23 ST,16:00:00,3083217109.285714,3242214565.4457145,4297.034285714286,4038.5657142857144,8335.6
N509,23 ST,16:00:00,24273823.702857144,17244074.365714286,6717.914285714286,2055.017142857143,8772.931428571428
R226A,23 ST,16:00:00,36540690.137931034,21298401.75862069,787.5862068965517,824.7931034482758,1612.3793103448277
A031,23 ST,16:00:00,20953579.76,17057594.617142856,4729.971428571429,1592.8742857142856,6322.845714285714
N075,23 ST,16:00:00,156372498.2857143,583579374.8514286,2206.0057142857145,205.4857142857143,2411.4914285714285
R132,23 ST,16:00:00,20996026.766666666,41380536.166666664,1614.1,2156.266666666667,3770.366666666667
N076,23 ST,16:00:00,32794630.091954023,17574864.770114943,4898.16091954023,1880.8908045977012,6779.051724137931
R131,23 ST,16:00:00,21117827.233333334,8338373.566666666,4126.833333333333,1149.8333333333333,5276.666666666667
R226,23 ST,16:00:00,2067121329.8275862,1732338315.137931,3799.6206896551726,2464.7241379310344,6264.3448275862065
R227,23 ST,16:00:00,960896524.0689656,908704771.3103448,3468.344827586207,373.1034482758621,3841.448275862069
N076,23 ST,16:48:25,27951714.0,14966498.0,391.0,234.0,625.0
R131,23 ST,17:00:00,19870531.281609196,7920084.206896552,3952.2471264367814,1061.7586206896551,5014.005747126437
R132,23 ST,17:00:00,21215436.594285715,41798077.59428571,1559.88,1972.902857142857,3532.782857142857
