CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
R131,23 ST,12:00:00,21104547.066666666,8332934.533333333,1503.8666666666666,656.0666666666667,2159.9333333333334
R132,23 ST,12:00:00,20894644.14285714,41182386.428571425,600.8571428571429,1286.4285714285713,1887.2857142857142
R227A,23 ST,12:00:00,15552163.2,9000583.066666666,593.7333333333333,494.0,1087.7333333333333
N509,23 ST,12:00:00,24252745.686567165,17227858.67164179,1029.5820895522388,893.4776119402985,1923.0597014925372
N508,23 ST,12:00:00,3083209225.223881,3242197109.6865673,776.223880597015,1310.5074626865671,2086.731343283582
R226,23 ST,13:00:00,2091903419.6515152,1732817787.439394,970.3181818181819,1072.3484848484848,2042.6666666666667
R131,23 ST,13:00:00,20002340.776119404,7970285.089552239,1868.7313432835822,687.0746268656717,2555.805970149254
R227,23 ST,13:00:00,961198790.3432835,908770451.4029851,938.0597014925373,149.32835820895522,1087.3880597014925
R132,23 ST,13:00:00,21209833.53731343,41786948.104477614,642.0298507462686,1438.313432835821,2080.3432835820895
R227A,23 ST,13:00:00,15850081.432835821,9184975.597014925,621.4776119402985,496.1044776119403,1117.5820895522388
R226A,23 ST,13:00:00,36616681.52238806,21402489.358208954,228.56716417910448,471.7910447761194,700.3582089552239
N509,23 ST,15:00:00,23522811.266666666,16763491.4,1718.2666666666667,1150.4666666666667,2868.733333333333
N075,23 ST,15:00:00,163934022.26666668,456482677.1333333,672.4,197.0,869.4
N508,23 ST,15:00:00,3059746844.0,3219306323.866667,999.2666666666667,1290.4,2289.6666666666665
A030,23 ST,15:00:00,129893268.86666666,20104501.733333334,3046.6666666666665,1096.8666666666666,4143.533333333334
A031,23 ST,15:00:00,20495166.866666667,16707098.733333332,2177.4,998.4666666666667,3175.866666666667
N077,23 ST,15:00:00,13928536.0,26512344.6,1441.9333333333334,1659.6666666666667,3101.6
N076,23 ST,15:00:00,32075142.6,17181114.533333335,2730.0,1371.9333333333334,4101.933333333333
N508,23 ST,16:00:00,3083210001.447761,3242198420.19403,965.2089552238806,1091.44776119403,2056.6567164179105
N075,23 ST,16:00:00,156505669.76119402,548841185.5522388,527.2089552238806,192.77611940298507,719.9850746268656
R226A,23 ST,16:00:00,36518276.266666666,21266447.8,165.26666666666668,309.2,474.46666666666664
R226,23 ST,16:00:00,2071028928.4666667,1732547022.2,728.9333333333333,645.8,1374.7333333333333
R227,23 ST,16:00:00,960809069.8666667,908687103.3333334,930.6666666666666,177.46666666666667,1108.1333333333334
N077,23 ST,16:00:00,14190696.940298507,26792755.701492537,1258.6567164179105,1504.6119402985075,2763.268656716418
R131,23 ST,16:00:00,21106050.933333334,8333590.6,1773.8,574.6,2348.4
R227A,23 ST,16:00:00,15552756.933333334,9001077.066666666,574.4,489.26666666666665,1063.6666666666667
R132,23 ST,16:00:00,20990682.733333334,41369974.93333333,665.5333333333333,1068.8,1734.3333333333333
A031,23 ST,16:00:00,20941231.223880596,17046789.597014926,1787.8059701492537,838.7462686567164,2626.5522388059703
N076,23 ST,16:00:00,32755284.05970149,17552978.119402986,2229.910447761194,1109.8358208955224,3339.7462686567164
N509,23 ST,16:00:00,24253775.268656716,17228752.14925373,1255.7014925373135,745.1194029850747,2000.8208955223881
A030,23 ST,16:00:00,130633925.6119403,20424974.43283582,2922.2388059701493,953.5970149253732,3875.8358208955224
R227,23 ST,17:00:00,961199728.4029851,908770600.7313433,703.8358208955224,119.0,822.8358208955224
R226A,23 ST,17:00:00,36616915.43283582,21402961.14925373,178.7910447761194,394.85074626865674,573.6417910447761
R131,23 ST,17:00:00,20003927.686567165,7970884.149253732,1765.6119402985075,520.4776119402985,2286.089552238806
R132,23 ST,17:00:00,21210475.56716418,41788386.41791045,566.8656716417911,1041.0149253731342,1607.8805970149253
R226,23 ST,17:00:00,2096720334.6567163,1732772926.283582,732.1194029850747,690.1940298507462,1422.313432835821
R227A,23 ST,17:00:00,15832008.106060605,9157784.515151516,462.3636363636364,402.56060606060606,864.9242424242424
N077,23 ST,19:00:00,13929977.933333334,26514004.266666666,858.8666666666667,771.3333333333334,1630.2
N508,23 ST,19:00:00,3082819854.266667,3241532918.0666666,614.9333333333333,520.2666666666667,1135.2
N076,23 ST,19:00:00,32077872.6,17182486.466666665,1604.6,731.8666666666667,2336.4666666666667
A030,23 ST,19:00:00,129896315.53333333,20105598.6,1676.8,424.4,2101.2
N075,23 ST,19:00:00,163934694.66666666,456482874.1333333,379.93333333333334,129.8,509.73333333333335
N509,23 ST,19:00:00,23524529.533333335,16764641.866666667,931.5333333333333,518.0666666666667,1449.6
A031,23 ST,19:00:00,20497344.266666666,16708097.2,1063.8666666666666,465.8666666666667,1529.7333333333333
R227,23 ST,19:57:19,963357026.0,909202358.0,120.0,24.0,144.0
A030,23 ST,20:00:00,130636847.85074627,20425928.029850747,1489.0,338.0149253731343,1827.0149253731342
R227,23 ST,20:00:00,960810000.5333333,908687280.8,461.93333333333334,79.06666666666666,541.0
N508,23 ST,20:00:00,3083210966.6567163,3242199511.641791,492.5970149253731,386.97014925373134,879.5671641791045
R226A,23 ST,20:00:00,36518441.53333333,21266757.0,86.06666666666666,111.6,197.66666666666666
R227A,23 ST,20:00:00,15553331.333333334,9001566.333333334,308.06666666666666,184.26666666666668,492.3333333333333
N509,23 ST,20:00:00,24255030.970149253,17229497.268656716,596.8507462686567,308.94029850746267,905.7910447761194
N077,23 ST,20:00:00,14191955.597014925,26794260.313432835,718.9104477611941,602.9402985074627,1321.8507462686566
R131,23 ST,20:00:00,21107824.733333334,8334165.2,881.6,237.73333333333332,1119.3333333333333
N076,23 ST,20:00:00,32757513.970149253,17554087.95522388,1271.3432835820895,537.4477611940298,1808.7910447761194
N075,23 ST,20:00:00,156506196.97014925,548841378.3283582,314.65671641791045,102.56716417910448,417.2238805970149
R132,23 ST,20:00:00,20991348.266666666,41371043.733333334,295.6666666666667,439.4,735.0666666666667
R226,23 ST,20:00:00,2078859025.0,1732547668.0,357.3333333333333,249.8,607.1333333333333
A031,23 ST,20:00:00,20943019.029850747,17047628.343283582,860.5820895522388,335.2238805970149,1195.8059701492537
R132,23 ST,21:00:00,21211042.43283582,41789427.43283582,235.61194029850745,410.1194029850746,645.7313432835821
R227,23 ST,21:00:00,961200434.0298507,908770720.0895523,384.25373134328356,49.61194029850746,433.86567164179104
R226A,23 ST,21:00:00,36617094.2238806,21403356.0,84.0,111.61194029850746,195.61194029850745
R131,23 ST,21:00:00,20005975.119402986,7971492.641791045,890.1940298507462,191.98507462686567,1082.1791044776119
R226,23 ST,21:00:00,2094968222.283582,1732773616.477612,337.6268656716418,236.43283582089552,574.0597014925373
R227A,23 ST,21:00:00,15851158.373134328,9185868.253731344,268.05970149253733,136.70149253731344,404.76119402985074
N075,23 ST,23:00:00,163935074.6,456483003.93333334,157.8,42.13333333333333,199.93333333333334
N076,23 ST,23:00:00,32079477.2,17183218.333333332,607.9333333333333,205.0,812.9333333333333
A030,23 ST,23:00:00,129897992.33333333,20106023.0,506.8666666666667,113.06666666666666,619.9333333333333
N077,23 ST,23:00:00,13930836.8,26514775.6,300.06666666666666,182.06666666666666,482.1333333333333
N509,23 ST,23:00:00,23525461.066666666,16765159.933333334,286.8,139.73333333333332,426.53333333333336
A031,23 ST,23:00:00,20498408.133333333,16708563.066666666,352.6,108.93333333333334,461.53333333333336
N508,23 ST,23:00:00,3082820469.2,3241533438.3333335,157.73333333333332,113.66666666666667,271.4
